Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
45684,11822814433,5,1.0,,0,0,0,2022-04-30,I absolutely love this night creme!  My face feels wonderful in the morning.,Definitely treat yourself!,lightMedium,green,combination,brown,P392891,Nutritious Super-Pomegranate Radiant Energy Night Moisturizer Creme/Mask,Estée Lauder,74.0
12773,10530671651,5,1.0,,0,0,0,2019-05-09,Best Shiseido cleansing ever!!!,best Shiseido cleansing,light,brown,combination,black,P433618,Clarifying Cleansing Foam,Shiseido,36.0
3840,1572963928,5,1.0,0.0,1,1,0,2020-04-23,"After using this for a few weeks, I’ve noticed that my pores appear smaller. It has a light cucumber scent that I love. It’s a super lightweight formula that absorbs quickly into the skin. It’s definitely a much needed addition to my skincare routine.",Really works and so worth it!,lightMedium,,oily,brown,P451748,15% Niacinamide Gel Serum,SOBEL SKIN Rx,75.0
43648,1820291137,1,0.0,,0,0,0,2023-03-02,Cheap packaging and very drying formula. For some reason they made my lips more chapped! Colors are fine but not worth what you pay for.,Save your money!,,brown,combination,,P478274,GOOPGENES Clean Nourishing Lip Balm Trio,goop,48.0
18572,10379032883,5,1.0,0.4000000059604645,5,3,2,2021-03-12,I really like the formula of this product and feel that it works well for my skin. my skin feels great and the packaging is cute too. I like how it contains retinol which I need for my skin. My skin also feels less oily! This was gifted to me and I think I will buy again.,,deep,brown,oily,black,P442540,Vitamin A Serum with 0.5% Retinol,Alpha-H,65.0
29698,7418714283,1,0.0,0.2941179871559143,17,12,5,2019-05-13,I really wanted to love this product but it just made me so oily immediately. It never absorbed into the skin. It honestly made me feel gross I had to go wash my face after finally giving up on it ever absorbing. Wasn’t a biggest fan of the ingredients either.,wanted to love but,fairLight,brown,combination,blonde,P444968,"Mini Facial Spray with Aloe, Cucumber and Green Tea",Mario Badescu,5.0
44223,8399182776,3,1.0,0.8095239996910095,21,4,17,2021-06-12,"This is an amazing moisturizer, but for some reason it doesn’t work well with any foundation I have tried, and I even tried it with the Bobbie brown foundation and my makeup looked horrible.",great moisturizer not a good primer,fair,blue,combination,blonde,P468634,Vitamin Enriched Face Base Jumbo,Bobbi Brown,99.0
3785,1632057078,5,,1.0,1,0,1,2016-08-25,"I have been using this for a few months.  It’s really changed the appearance of my skin. It is now smoother, fuller, and radiant. Highly recommend",amazing stuff,,,,,P410756,GenOptics Aura Essence Serum,SK-II,245.0
9242,9171920326,5,1.0,,0,0,0,2022-08-25,This product is amazing!! It glides on so smoothly and does not leave skin feeling sticky or wet! Evens out my skin texture and adds brightness to the face! I would recommend this product to anyone! Would totally purchase again!,Love love love!,light,brown,dry,blonde,P502046,GinZing Energizing Gel Cream with Caffeine & Niacinamide,Origins,36.0
10153,5290951993,5,1.0,0.6666669845581055,3,1,2,2021-12-23,"I have always struggled with dark circles and this product is amazing. It is super light, doesn’t burn and is very hydrating. I have used other products from this line and I am very impressed which led me to purchasing the under eye cream. Highly recommend!",,lightMedium,hazel,normal,brown,P433975,Zero Baggage Anti-Dark Circle Eye Cream,Naturally Serious,26.0
34403,42855408627,5,1.0,,0,0,0,2022-11-01,My skin is so much more even and feels so clean after using this product! Before using it I had constant redness around some breakouts and uneven skin in some spots. After using it for a few days I instantly saw a difference!,,,hazel,normal,,P469514,CLEAR Anti-Redness Exfoliating Solution with 2% Salicylic Acid,Paula's Choice,34.0
24540,1826632753,1,,0.375,8,5,3,2017-05-09,Wanted to love this but the scent is just too outrageous! Just the most awful smell I ever had using a $140 moisturizer! I understand it’s a natural product but please cover that smell with something!,,,,,,P412407,Clarifying Moisturizer,Tata Harper,130.0
20989,27590831538,5,1.0,0.5,2,1,1,2022-11-18,"I love Paula’s Choice skincare. This moisturizer is perfect for oily skin. The texture is very lightweight and non-greasy. My skin feels hydrated, refreshed and not oily after applying this moisturizer. I also noticed the skintone is more even and brighter",Lightweight moisturizer,,brown,combination,,P469517,CLEAR Oil-Free Moisturizer,Paula's Choice,29.0
35147,2156293421,5,1.0,0.8181819915771484,11,2,9,2023-01-25,"This is the best product on the market! I’ll admit, I didn’t think it would work because literally nothing has been helping with my crippling eczema lately. My skin has truly been aggravated beyond any help. I wish I would have taken before and after photos. I used this moonseed treatment ONE NIGHT and I saw my skin hydrated and glowing within a few minutes. I really don’t rave about a product this intensely, but I’m sure there is someone who is suffering in silence with eczema where you feel so dehydrated that your skin hurts. The only thing I didn’t like was the smell of it. But honestly, it faded rather quickly. And more importantly, the benefits outweigh everything else. Everyone needs this product. It’s truly changed my life.",Best product for my dry skin,tan,brown,dry,,P504446,Restoring Moonseed Treatment - L’Immortale Empress,RANAVAT,125.0
19260,22528701622,5,1.0,0.0,1,1,0,2021-05-14,I totally love this scrub. I use it on my face before my morning shower and it removes all the dead skin cells and makes my face bright and glowing.,Great,lightMedium,,dry,,P471567,Checks and Balances Polishing Exfoliator,Origins,27.0
47476,1855404800,5,1.0,1.0,48,0,48,2019-01-22,I bought for my husband for Christmas.  He never really does a regular routine for skin care but he absolutely loves this.  He uses it everyday. You can see and feel a texture difference.,,fair,blue,combination,,P428414,Skin Saviors,Jack Black,37.0
27400,2324895202,5,1.0,,0,0,0,2021-09-21,The Augustinus Badger eye cream is an amazing eye cream thats  easy to apply and fast absorbing. Augustinus Bader eye cream also plays well with foundation and concealer which is a plus for us makeup people.lol however after using the eye cream under my makeup in the morning I decided to use it in my nighttime routine. Im not saying this is botox.lol but it did soften my fine lines and brighten up the eye area. I also love the consistency is perfect not to runny and not to thick its just right. Now lets talk about the beautiful Luxurious blue and gold Packaging it looks and feels expensive as well super happy Influenter chose me as one of the people to try this product and in return all I had to do was give my honest opinion. Thanks Influenter!!!!! Its greatly appreciated,Augustinus Bader the eye cream AWESOMENESS,deep,brown,oily,black,P475906,The Eye Cream with  TFC8,Augustinus Bader,220.0
22882,12224641194,4,1.0,1.0,1,0,1,2020-03-11,"I really like this stuff because it’s not harsh on the skin and it doesn’t leave me with that tight dry feeling after use. The smell is absolutely amazing, in my opinion. It’s very floral and very noticeable, but it’s not irritating my skin so far. If you are sensitive to smells this might a product to avoid though. I bought the mini so I could see how it affects me long term before investing in the full size, but I am giving it four stars only because there’s no “wow“ factor. It’s just a really good cream to foam cleanser.",Good Stuff!,lightMedium,,oily,,P456413,Mini Greek Yoghurt Foaming Cream Cleanser,KORRES,16.0
25956,1477141108,4,1.0,,0,0,0,2021-01-22,"I really like the amount of product you get, I’ll say that first. The cleanser is more of a lotion, so it doesn’t foam up. I like that it doesn’t get super foamy though, usually those kinda of cleansers dry my skin out. It does a pretty good job at cleansing but it does a GREAT job at hydrating. The smell is pretty tame, the best way I can describe it is a “spa smell”. It’s very light & clean.",Moisturizing & Refreshing,light,brown,dry,brown,P442546,Balancing Cleanser,Alpha-H,38.0
16916,2146150031,2,,0.5384619832038879,13,6,7,2017-05-29,"When I first started using this I was super exited because I felt I finally found something that will help with my facial hair. It seemed to be working amazing. In the beginning while I was using it. I completed all my sessions for 6 months. Until I stopped using it after my 6 months, All my facial hair came back! I do admit when they can back they were not as dark as before but still ALL THE HAIR CAME BACK!!! What a waste!!! If you want to be hair free this is not for you. Look elsewhere or go to the salon for laser hair removal. Don’t waste your money on this is my advice to you!",DONT BUY IT,,,,,P395417,Touch Home Permanent Hair Removal Device,iluminage,449.0
16342,1773672889,4,,1.0,3,0,3,2016-04-12,"I’ve tried so many serums and prior to this I was using Ole Henriksen Truth Serum but saw little results after multiple bottles. This really soaks in well and I love all of the ingredients and what they boast to do.I haven’t seen amazing results but my moisturizer does seem to feel like it’s moisturizing better. I’m going to stay positive and hopefully finish the bottle and love it best. I’ve never been a fan of “tight“ skin. This seems to possibly lift it a wee bit without feeling like my skin’s been stripped.",Haven't found a better serum so this will do,,,dry,,P403748,Black Tea Corset Firming Serum,fresh,75.0
47127,29680725059,4,1.0,0.5,4,2,2,2021-04-12,This is a great option if you’re unsure of what brand will work for you. The acne spot treatment is definitely my favorite.,Best Option for sample size,fair,blue,combination,blonde,P467129,Acne Control 30-Day Trial Kit for Clearer Skin,Murad,36.0
14354,2461810771,5,1.0,1.0,1,0,1,2021-01-19,I felt like these gummies worked almost immediately. I love that these contain L-theanine. This is known to reduce anxiety levels. I personally love the taste!,Gummies with great benefits!,mediumTan,brown,combination,brown,P468149,Calm Sweet Calm Stress Management Vegan Gummies with Ashwagandha & L-Theanine,HUM Nutrition,30.0
36569,10771831386,5,1.0,1.0,1,0,1,2021-10-23,"When I tell you this is the perfect mask for sensitive skin. No irritation or leaving your face red after using. Not only is the consistency great, but the application & cleaning process is even better. Quit contemplating and try it out rn!!",GO BUY IT!,medium,brown,combination,brown,P477413,GREEN MACHINE insta-glo resurfacing acid mask,iNNBEAUTY PROJECT,30.0
6788,6891702910,5,1.0,0.8125,16,3,13,2021-09-25,I bought this on a whim when it was on sale half off and I could not be happier that I did! My skin tends towards sensitive. I have some texture I’ve been trying to smooth out but using actives more than once or twice a week just aggravates my skin. I’ve used this little guy three times (once per week) and it’s already made such a difference that even my husband asked if I’d done something new. I’ve just used the white one on my face and the light gray one on my neck & chest so far so you don’t even have to use any of the more abrasive heads to get good results.,Amazing!,fairLight,brown,normal,brown,P398502,Personal Microderm Pro,PMD,199.0
41967,5956235435,5,1.0,1.0,3,0,3,2020-06-11,So much value for the money with this bundle. I love the scrub especially and the mattifying moisturizer smells great!,Lots of value,fair,blue,combination,brown,P457441,The Clarifying Kit,SEPHORA COLLECTION,20.0
49474,1283598839,1,0.0,0.800000011920929,5,1,4,2022-08-02,"I received a deluxe sample of this and suffered through using it twice before discarding the rest. It REEKS of alcohol, and another reviewer’s assessment that it is akin to putting nail polish remover on your face rings true. I saw and felt no noticeable results, either. If you’re looking for a similar product that actually does something, you’re better off buying the Tarte Knockout toner.",no thank you,fairLight,blue,combination,brown,P481668,Clarifying Do-Over Peel,CLINIQUE,35.0
17831,25339270108,5,1.0,1.0,259,0,259,2020-03-06,"I have dry and now flaking skin.  This toner is cooling, relieves discomfort.  It is a fine mist so you may want to use 3-4 sprays.  I am going crazy with it.  Great toner. Set makeup and throughout the day.  I love it.  Feels so good I wish it came in TSA size!!! Definitely rebuying",Love it,lightMedium,hazel,dry,brown,P429659,Squalane + Hyaluronic Toning Mist,Biossance,32.0
47297,1691684663,5,1.0,,0,0,0,2023-03-15,"This product is AWESOME! I have always dealt with clogged pores - the typical black/whiteheads, especially around my nose and I now see less congestion for sure. It’s light, fresh smelling, and, beautiful bottle & label :)",,fair,hazel,combination,,P505316,Aquarius BHA + Blue Tansy Clarity Cleanser,Herbivore,26.0
9183,2122053064,5,1.0,,0,0,0,2022-09-06,This gel cream moisturizer is so hydrating and lightweight I feel like my skin just soaks it up immediately and it makes my complexion look brighter and more awake. I feel like it’s the perf step in my morning routine,Love it,medium,brown,combination,brown,P502046,GinZing Energizing Gel Cream with Caffeine & Niacinamide,Origins,36.0
39050,2625823028,5,1.0,1.0,3,0,3,2022-03-25,"I am a retinol lover like any other woman next to me, but we all suffer from the same thing of extreme dryness, peeling and sensitized skin using harsh retinols, with this product it didn’t seem to be the case. It was gentle enough for provide the anti-aging effects while not over stimulating my skin. So far I’m loving the results and will continue to use.",Sun protection and anti-aging for the win,light,brown,combination,brown,P481742,Advanced Retinol Daily Repair Face Moisturizer Broad Spectrum SPF 30,StriVectin,99.0
16235,1097891398,1,,0.8333330154418945,6,1,5,2016-04-12,The cream was sticky & I didn’t see any results.,No miracle here,,,dry,,P383052,Do Not Age with Dr. Brandt Moisturizing Neck Cream,Dr. Brandt Skincare,67.0
34496,6240482720,5,1.0,1.0,3,0,3,2022-05-17,"Wow! I wasn’t expecting this product to work the way it does. I received a sample size for review purposes and I really enjoyed this product. I usually do not go for gel moisturizers as it usually feels like it isn’t doing enough for my dry skin but after trying this Clinique moisture surge, I would reconsider switching over to this moisturizer in the summer. It is light weight, it is smooth and dries slightly matte but still enough to moisturize my skin. This would definitely be a good summer staple and sits well under makeup.",,lightMedium,brown,combination,brown,P468818,Mini Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer,CLINIQUE,16.0
5977,6354955398,5,1.0,,0,0,0,2022-03-27,"It’s the absolute best face cream for dry and aging skin. It smoothens and rejuvenate my skin appropriately. I love it. It gives my skin immediate  glow. Perfect for fall and winter, not sure about summer time. And I won’t be using this cream if I had oily skin.",Perfect cream for mature and dry skin,light,hazel,normal,auburn,P482025,Absolue Rich Cream Moisturizer,Lancôme,270.0
36652,24339985958,1,0.0,0.5,2,1,1,2020-08-04,It’s greasy and comes out of the skin after applying .The texture is bad and it has really bad smell .Please do not buy if you have an oily skin,Greasy,light,hazel,combination,brown,P448563,Clinique Smart Clinical MD Multi-Dimensional Age Transformer Revolumize,CLINIQUE,74.0
21208,25308671486,5,1.0,,0,0,0,2022-09-07,"I have really sensitive, rosacea prone skin. I absolutely love this serum! It adds an extra layer of hydration and works so well under moisturizer and makeup. It doesn’t irritate my skin and keeps it looking plump.",,light,hazel,dry,brown,P502200,HydraKate Recharging Serum with Hyaluronic Acid,Kate Somerville,78.0
7499,6978416831,5,1.0,0.0,2,2,0,2022-05-02,This eye cream was gifted by The Outset and I love it! I’ve been incorporating this eye cream into my skincare routine and it’s so smooth and lightweight. I have pretty sensitive skin but I like how this feels on my skin since I know the ingredients are clean and simple!,,mediumTan,brown,dry,blonde,P483700,Smoothing Vitamin C Eye + Expression Lines Cream,The Outset,42.0
24777,2309254615,4,1.0,,0,0,0,2022-02-18,"I’m not sure if I used (or am still using) this product correctly, but the way I did come up with seems to work well.  The scent is nice and I’ve noticed an improvement with the pores on my nose.  I’m a huge fan of the biodegradable and recyclable packaging!  I’m not sure if I’d buy this product on purpose, but I’ve enjoyed trying it out!",,light,hazel,combination,brown,P476894,NUDESKIN Lemon-Aid Detox & Glow Micro-Peel,NUDESTIX,35.0
22719,30348277929,5,1.0,,0,0,0,2022-09-06,"I love this new water cream, it is perfect addition to my summer skincare routine. It is lightweight, absorbs well and non-greasy. I usually use it in the morning. It lasts whole day and great for under makeup. Gifted by Kate Sommerville.",Perfect summer moisturizer,light,brown,combination,black,P502197,HydraKate Recharging Water Cream Moisturizer,Kate Somerville,76.0
46177,37604698395,5,1.0,1.0,4,0,4,2022-08-24,"super great product, i noticed immediate results and it is so gentle perfect for everyday use. especially for the price i am very very impressed!",,lightMedium,green,combination,brown,P500774,Clarifying Toner with Niacinamide and Zinc,SEPHORA COLLECTION,14.0
34067,1572963226,5,1.0,0.5,2,1,1,2022-02-23,"Left my skin feeling super hydrated, providing a smoother surface for my makeup. The fragrance is lovely. I experience a bit of redness, but it didn’t aggravate my skin, more of a glow after use. Definitely a new favorite in my skin care routine.",Favorite Retinol Treatment,lightMedium,blue,dry,blonde,P482068,Sacred Sleep Overnight Repair with Retinol,Saint Jane Beauty,70.0
7673,831071074,5,1.0,0.9302330017089844,43,3,40,2018-08-26,"The smell if divine but I was afraid that strange clingy vaseline texture would mess up my skin with clogged pores. OMG!! I cannot tell you how glowing, and dewy my skin on my neck and face looks every morning. The cream is really not heavy, and its smells fabulous. I love love love this —",My Holy Grail,lightMedium,hazel,combination,brown,P433519,Refillable Magic Night Moisturizer with Retinol,Charlotte Tilbury,145.0
21488,5378858791,1,0.0,0.9122809767723083,57,5,52,2020-05-31,I actually compared the ingredients with the spf40 city block and oddly the older psf40 had higher concentration of zinc and titanium oxide and also higher concentration of octinoxate and octisalate. And the spf50 has lower concentration of all of these ingredients?? Also this new spf50 has a lot of silicone derivatives that I don’t see as “energizing“ ingredients. The old spf40 (if you read all the ingredients) had a lot of plant extracts and natural beneficial ingredients which I see more “anti-aging“. I would not buy this again and I’m not sure why Clinique is advertising this as “daily energy“.,Compare the ingredients with SPF40 city block.,fair,brown,dry,black,P456991,Superdefense City Block Broad Spectrum SPF 50 Daily Energy + Face Protector Primer,CLINIQUE,32.0
26529,1308903648,5,1.0,0.875,24,3,21,2021-09-09,"This moisturizer is absolutely amazing. Seriously I feel like this has slipped under the radar! I have rosacea and eczema prone skin. It’s very dry, but also oily in some areas. I’ve been on a desperate hunt for a moisturizer that would help my poor ravaged skin and not feel so horribly heavy. This stuff is a rescue in a bottle. It soaks right in and doesn’t feel like it’s just sitting on top. I look more awake. The ruddy redness is calming down, and my patches are healing. My skin is sooo soft and I feel like I am glowing. It doesn’t cause any breakouts for me. If I miss using this I can totally feel a difference. I ordered my next bottle early so I don’t run out, I love this stuff that much. There isn’t much of a smell. It fades pretty quick and it’s just a very light green scent. Not THAT kind of green if you’re worried...it’s more like flower greenery; like stems. I’m pretty sensitive to smells and this is very very light and non-bothersome. Seriously worth a try!!",Heavenly,fairLight,green,dry,brown,P473723,Hydrating Petal Cream – 1% Pure Hyaluronic Acid Moisturizer,Saint Jane Beauty,68.0
15572,7669555288,5,1.0,1.0,1,0,1,2021-07-25,"Absolutely amazing! Saw a difference the minute I started using it! My pores appeared so much smaller than usual, and my face did not look oily at all!",MUST BUY,lightMedium,brown,combination,brown,P429661,pores no more Mattifying Hydrator Pore Minimizing Gel,Dr. Brandt Skincare,50.0
20740,5055035914,3,1.0,,0,0,0,2021-10-28,I have been taking these supplements for about 2 weeks now. I take them as directed which is twice a day and I feel the same. I don’t feel like I’m craving sweets any less of any more. It might be to early to tell but at least no bad side effects or any unusual effects.,,mediumTan,hazel,oily,brown,P474839,Counter Cravings - Helps Reduce Cravings and Boosts Metabolism,HUM Nutrition,50.0
21724,33451183974,5,1.0,,0,0,0,2021-10-20,"it’s that time of the year when most of us could use an immune boost, and what better way than eating a few delicious gummies every morning? and when I say delicious, I mean I could eat the whole bottle like they’re fruit snacks, but I manage to pace myself. this is one of those things where it’s hard to tell if it’s working because if it is, the result is that I *don’t* get sick…. either way, these are yummy and make me feel like I’m taking care of myself, so they’re a thumbs up from me! (this product was gifted by HUM nutrition)",,,,,,P474838,Boost Sweet Boost - Vegan Gummies for Immune Support,HUM Nutrition,26.0
35889,5478282340,5,1.0,1.0,2,0,2,2021-08-17,"Essences are one of my favorite steps because they add so much plumpness to the skin when used correctly. I had high hopes for this given the price tag, and I was not disappointed. It has the classic thick water texture of an essence, plays well with other products, and adds an incredible amount of hydration to the skin. This is the standout product of the lineup for me and one I keep reaching for again and again! Highly, highly recommend!",Incredible essence by Hourglass!,light,blue,combination,blonde,P469833,Equilibrium Restoring Essence,Hourglass,65.0
11024,5265036011,5,1.0,0.5,4,2,2,2019-11-29,"The precleanser removes all my makeup, and the daily microfoliant makes my skin feel smoother, and my complexion looks brighter.",,tan,brown,combination,black,P446638,Power Cleanse Duo,Dermalogica,19.0
26063,6364359682,5,1.0,,0,0,0,2022-02-21,"Liftwear gifted me their Brightening Vitamin C Gel Cream. The texture is amazing, the gel soaks right into your skin. The plumping effect helped with my fine lines around my eyes. I love how moisturizing it it is is and how light it feels. A definite must have!",Love this Gel Cream,lightMedium,green,combination,brown,P481086,Liftwear Brightening Vitamin C Gel-Cream,FaceGym,60.0
25477,6017564236,5,1.0,,0,0,0,2022-12-26,Retinol usually breaks me out and makes my skin have a bad reaction. I’ve used moisturizer with retinol and still my skin does not agrees with it. This oil has been amazing to my skin! I doesn’t break me out and I can see my skin getting brighter and smoother already.,,,blue,dry,blonde,P504031,Evening Primrose + Green Tea Algae Retinol Face Oil,MARA,120.0
34389,25245170773,5,1.0,1.0,2,0,2,2022-11-08,This stuff is great! It really helped clear up some acne that I had. It doesn’t irritate or burn my skin like some acne treatments do. I noticed that the acne spots cleared up much quicker than with my usual treatments.,,,hazel,dry,,P469514,CLEAR Anti-Redness Exfoliating Solution with 2% Salicylic Acid,Paula's Choice,34.0
33968,2153792283,5,1.0,1.0,5,0,5,2021-06-09,This sunscreen is awesome for when you’re active or out at the pool. I love that I can use it on my face and body without it agitating my sensitive skin. I prefer it for days when I’m outside because the finish is a bit shiner than I like for my face otherwise.,,mediumTan,brown,combination,brown,P454385,Mini PLAY Everyday Sunscreen Lotion SPF 30 PA++++,Supergoop!,34.0
32650,22089056486,5,1.0,1.0,3,0,3,2020-05-21,Incredible! I first started using this before my wedding 2 years ago - it is a gentle mask with immediate brightening results!,Worth it!,lightMedium,hazel,dry,brown,P433522,Goddess Clay Mask,Charlotte Tilbury,58.0
38442,1341055114,5,1.0,1.0,5,0,5,2022-11-04,"This is my favorite moisturizer! I have very dry, sensitive skin and I find that despite the ultra light texture it leaves my skin feeling hydrated all day or night. I can also use this following serums or retinol cream without pilling. I’ve used several other moisturizers from Paula’s Choice and other brands like Drunk Elephant, this is hands down my favorite, I’m just finished my third tube!",Light AND super hydrating!,fair,blue,dry,blonde,P469526,Water-Infusing Electrolyte Moisturizer,Paula's Choice,37.0
8869,10183487671,5,1.0,0.0,2,2,0,2021-03-17,"I have been using this cream daily and it has fascinated me, I can easily put it under my makeup. I love when a cream with properties like this that smooths expression lines, hydrates and firms the skin, is light and non-greasy,.I have loved it, I will continue to use it to see what more benefits I can see in the long term.Highly recommended.",Effective and Light weight Cream,lightMedium,brown,dry,auburn,P468850,Signature Moisturizer,ROSE Ingleton MD,85.0
14872,1635358534,5,1.0,0.5384619832038879,13,6,7,2020-06-02,"Literally obsessed!! Been using for a month and can already tell a difference! My youth is disappearing into the video call screen and man, I look like I have a TON of wrinkles that in real life don’t seem so bad. So something had to be done. I think without the eye attachment the large version Trinity cannot move around the eyes and mouth as effectively, but I’m also finding I like it to target my jawline as well. Very pleased, and know that I will save money at the dermatologist’s office when I won’t need as much Botox as soon later in life. WORTH IT!",Go for the full bundle WORTH IT,fairLight,hazel,combination,blonde,P385320,Trinity + Eye and Lip Enhancer Attachment Bundle,NuFACE,449.0
5010,2398981717,5,1.0,1.0,2,0,2,2018-10-07,"This cream is not going to make your wrinkles go away because the only ingredient that can help with that is retinol.  What I like most about this cream is that it adds just enough hydration, doesn’t interfere with the way I apply eye makeup, and the whole bottle lasts me about 5 months because you only need a small amount.  I only use eye primer, eyeshadow and occasionally mascara and eyeliner.  I have been consistently using this for several years now and am fairly certain it has helped prevent wrinkles, but that is about it.",Preventative eye cream,medium,brown,combination,brown,P394702,Plantscription Anti-Aging Power Eye Cream,Origins,58.0
5907,1214347342,5,1.0,1.0,1,0,1,2022-04-12,"I am 48 with acne rosacea, fine lines and dark spots.  I have been using Absolue for 6 weeks now and see a dramtic difference in my complexion.  My skin is so soft and smooth.  The fine lines are barely visible and my redness has quelled. Really like it so far!",ABSOLUE Amazing!,light,brown,dry,brown,P482025,Absolue Rich Cream Moisturizer,Lancôme,270.0
49944,9163837753,5,1.0,,0,0,0,2023-03-17,"I’m a big fan of the Dr. Brandt cosmetic!I used and loved the No More Baggage eye gel, but when I saw the updated version of the No More Baggage 2.0 by Dr. Brandt, I couldn’t resist trying it.The new formula feels more lightweight and makes my eyes feel more hydrated. My eyes look less puffy, bright and under-eye bags disappeared.I use it in the morning before applying my makeup and within 30 minutes, my under-eye area looks well-rested and tight.Great for anyone looking for the immediate look improvement with a long turn eyes-health benefit.I like it very much and would gladly recommend it to my friends and family!",Effective and fast acting!,,hazel,combination,,P460622,25 Years of Dr. Brandt Kit,Dr. Brandt Skincare,165.0
8677,1360333577,5,1.0,,0,0,0,2021-07-01,"This is my HG self tanner. It’s beautiful, dark, and easy to apply.",,light,brown,normal,brown,P444614,Express Ultra Dark Mousse,Isle of Paradise,32.0
39969,36319992844,4,0.0,0.2307689934968948,13,10,3,2022-07-20,"I thought it was a peeling mask but it’s more like an «rince off mask» be careful, it can burn the skin a bit when you apply it but it’s still a very good product!",,fair,brown,oily,brown,P479688,AHA Peeling Masks,SEPHORA COLLECTION,10.0
45616,1435176919,5,1.0,1.0,13,0,13,2020-04-06,"Love these chews - they really work!  I like to let it slowly dissolve vs quickly chewing and swallowing it and have the sensation of gently drifting off to sleep. Even better, there is no morning “hangover“ either. I’ve done my research and there is nothing else like this on the market that I can find - this one has superior + natural ingredients whereas others do not.ps., the taste is nothing like a sugary kids gummy - more of a super dark chocolate (slightly bitter) with a hint of mint. The first time I tried it, I was expecting candy so was a bit surprised that it wasn’t super sweet - but now I actually really like it.",Not candy... but top quality & effective,,,,,P455010,Knock Me Out Sleep Chews,goop,30.0
32401,24548515290,4,1.0,0.0,1,1,0,2022-09-30,I really liked the product. I can’t say that I noticed a big different. I moved recently to a humid climate and wasn’t having as many issues with dry skin. This product definitely moisturizes and a little goes such a long ways,Perfect for the winter!,deep,brown,normal,black,P502756,SuperSolutions 10% Urea Moisturizer Textured Skin Solution,The INKEY List,19.99
1390,12903380383,4,0.0,,0,0,0,2022-10-19,"Cloud 9 on my face! This moisturizer is perfect for my skin type, dry-combo. I love how it feels lightweight but still leaves my face feeling hydrated. It’s easily spreadable and it sits amazing with primers and foundations. If you’re down to buy, you get what you buy in terms of luxury.",,tan,brown,combination,black,P429637,The Moisturizing Cool Gel Cream,La Mer,200.0
31293,2068970627,5,1.0,0.6000000238418579,5,2,3,2022-04-06,"I have been using this for years, I was looking for something that kind of combined DE LaLa and F Balm and found this. It is moisturizing but not too heavy for my dry but acne prone skin. My holy grail evening moisturizer!",,fair,green,dry,auburn,P481390,Omega+ Complex Moisturizer,Paula's Choice,37.0
12030,6987238299,1,0.0,0.8679249882698059,53,7,46,2022-10-27,EVERY. SINGLE. TIME. I use this product my skin goes from good to horrible. It causes terrible breakouts. You’ll look glowy for the day and be broken out by the morning.,Breakouts - be careful lots of paid reviews,,,,,P501166,Vitamin C Lactic Oil-Free Radiant Moisturizer,Dr. Dennis Gross Skincare,72.0
2672,8063940317,4,1.0,,0,0,0,2022-01-12,"It’s always hard to tell if one specific skincare thing improves your skin. Since I’ve been taking these I do find my skin has been firming up a bit, but the biggest pro to these is that they’re so easy to take. The size is just right, and it goes down so smoothly unlike a lot of the other supplements I take.",,fair,brown,combination,black,P386755,Collagen Love Skin Firming Supplement with Hyaluronic Acid & Vitamin C,HUM Nutrition,40.0
25539,11432390164,5,1.0,0.6666669845581055,9,3,6,2022-11-15,I was surprised how quickly my face adapted to 1%! After a peel I backed off for a couple days then used as normal. My face looks great. It’s been a while since I felt confident not wearing makeup! I got to try this product free through Influenster.,No makeup no problem!,,blue,normal,blonde,P502691,SuperSolutions 1% Retinol Serum,The INKEY List,24.99
21528,27830507674,5,1.0,,0,0,0,2022-06-17,"I received this complimentary for review. I prefer a natural, radiant finish to my skin and makeup, and this spray has a fine mist with a lightweight texture that is absorbed quickly and doesn’t make my skin sticky. I like to use it after makeup as a hydrating finishing spray, and before makeup or on no makeup says for a glossy look.",,medium,brown,combination,black,P450587,Illumi-nation Anti-Fatigue Power Serum,Naturally Serious,39.0
48763,1098904398,5,1.0,0.8076919913291931,26,5,21,2021-12-03,"This brand deserves better reviews. I’ve used Sturm for about two years and even my esthetician says my skin looks great which is a new one for me. If you don’t want to spend $ on skincare, don’t. If you do- it’s clean, made in Germany & uses the best anti-aging ingredients ever.",,lightMedium,brown,combination,brown,P475926,The SturmGlow Kit,Dr. Barbara Sturm,185.0
6217,9994482574,5,1.0,,0,0,0,2022-06-17,I loved how after 2 weeks it improved the tone of my skin. I like that it is no way as oily as other brands can be.  It is thick but not so thick  that it feels strange.,Impressed,fair,hazel,oily,brown,P484081,Eye Recharge + Replenish Pro-Ferm Overnight Eye Cream with Bakuchiol and Peptides,TULA Skincare,56.0
30724,31368747287,5,1.0,1.0,5,0,5,2021-10-10,has really helped a lot with my cystic acne blemishes,,fair,green,combination,blonde,P461162,FAB Pharma White Clay Acne Treatment Pads 2% Salicylic Acid,First Aid Beauty,30.0
